Loci	mef_0	mef_1	mef_2
Unc45b_mef	0.999809	0.000191045	7.54902e-12
Unc13d_mef	0.987233	0.0127674	1.44809e-07
Unc13c_mef	0.998555	0.00144471	9.15808e-12
Unc13a_mef	0.998969	0.0010307	1.63291e-09
Umodl1_mef	0.998562	0.00143761	4.96184e-11
Umod_mef	0.999865	0.000135178	1.2797e-11
Ulk2_mef	0.00765051	0.986188	0.00616109
Ugt3a2_mef	0.894793	0.105206	4.07994e-07
Ugt2b5_mef	0.999873	0.000127135	1.46915e-11
Ugt2b38_mef	0.998955	0.00104497	1.25874e-10
Ugt2b37_mef	0.999859	0.000140689	1.08655e-11
Ugt2b36_mef	0.991058	0.00894184	1.14664e-08
Ugt2b35_mef	0.999787	0.00021254	4.49785e-10
Ugt2b34_mef	0.986397	0.0136026	1.44202e-09
Ugt2b1_mef	0.999461	0.000539294	4.2493e-11
Ugt2a3_mef	0.997658	0.00234244	3.88333e-10
Ugt2a1_mef	0.998169	0.00183091	3.4186e-09
Ugcgl2_mef	0.00106886	0.997896	0.00103505
Ucp3_mef	0.185224	0.814765	1.13472e-05
Ucp1_mef	0.984314	0.0156859	6.04715e-09
Ucn3_mef	0.999977	2.30561e-05	3.94144e-13
Ucn_mef	0.521404	0.478595	7.69183e-07
Uchl4$Uchl3_mef	1	6.58783e-08	2.4111e-17
Ubxd3_mef	0.811094	0.188906	1.7719e-08
Ubqlnl_mef	0.352447	0.647438	0.000114747
Ubqln3_mef	0.998893	0.00110708	7.76385e-09
Ubl4b_mef	0.978464	0.0215356	7.50047e-10
Ube2u_mef	0.999977	2.33627e-05	3.1934e-14
Ube2m_mef	0.991345	0.0086548	9.27449e-08
Ube2l6_mef	0.999925	7.5262e-05	1.61347e-12
Ubd_mef	0.999955	4.49126e-05	8.36291e-15
Ubash3a_mef	0.993083	0.00691656	7.65154e-10
Tyrp1_mef	0.998446	0.00155385	2.06827e-13
Tyrobp_mef	0.653753	0.346247	4.20051e-07
Tyr_mef	0.989389	0.0106108	1.21411e-09
Tyms_mef	0.999885	0.000114905	2.25979e-10
Tyki_mef	0.993651	0.00634914	6.00723e-11
Txnl6_mef	0.705266	0.294734	2.71095e-07
Txndc8_mef	0.576234	0.423755	1.1447e-05
Txndc3_mef	0.999908	9.18375e-05	1.50769e-11
Txndc2_mef	0.949669	0.0503309	1.99606e-09
Txlnb_mef	0.983698	0.0163024	2.90117e-08
Txk_mef	0.99987	0.000129747	1.84522e-13
Tusc5_mef	0.983544	0.0164559	8.4385e-10
Tulp2_mef	0.999996	4.07879e-06	7.66623e-12
Tulp1_mef	0.969992	0.0300076	1.57493e-07
Tubd1_mef	0.996722	0.00327844	1.12632e-08
Tubb4_mef	0.11054	0.889456	4.24901e-06
Tubb1_mef	0.994211	0.00578882	9.9255e-08
Tuba8_mef	0.903929	0.0960702	4.96862e-07
Tub_mef	0.973084	0.0269154	4.93059e-07
Ttyh1$Taf1_mef	0.999789	0.000211366	2.60991e-12
Ttn_mef	0.966492	0.0335083	8.93956e-09
Ttll9_mef	0.967317	0.0326831	2.82875e-07
Ttll3_mef	0.980307	0.0196931	7.10476e-08
Ttll13_mef	0.999952	4.75218e-05	2.59477e-11
Ttll11_mef	0.273919	0.725053	0.00102822
Ttll10_mef	0.998311	0.00168944	7.40659e-10
Ttl_mef	0.15327	0.846282	0.00044813
Ttc9b_mef	0.784705	0.215289	6.07974e-06
Ttc9_mef	4.43984e-06	0.0798136	0.920182
Ttc7_mef	0.996678	0.00332236	1.36676e-07
Ttc29_mef	1	2.97015e-07	6.69058e-11
Ttc25_mef	0.999941	5.90462e-05	9.50527e-13
Ttc23_mef	0.97765	0.0223132	3.69234e-05
Ttc22_mef	0.885711	0.114287	1.60719e-06
Ttc21a_mef	0.996404	0.00359529	8.94337e-07
Ttc17_mef	0.0760771	0.922135	0.00178822
Ttc16_mef	0.999903	9.66837e-05	3.38513e-10
Tsx_mef	0.97499	0.0250103	6.1286e-09
Tssk6_mef	0.998475	0.00152487	2.25752e-09
Tssk5_mef	0.236936	0.76305	1.38858e-05
Tssk4_mef	0.999975	2.5047e-05	1.50619e-12
Tssk3_mef	0.996392	0.00360769	6.85939e-09
Tssk2_mef	0.998539	0.00146083	2.33669e-10
Tssk1_mef	0.973264	0.0267362	1.73749e-07
Tspyl5_mef	0.998694	0.00130559	6.06183e-09
Tspyl3_mef	0.716779	0.283214	6.46135e-06
Tspan8_mef	0.999802	0.000198062	1.52942e-12
Tspan33_mef	0.843317	0.156669	1.38336e-05
Tspan11_mef	0.933277	0.0667222	1.12195e-06
Tspan10_mef	0.993485	0.00651474	1.98414e-08
Tspan1_mef	0.947715	0.0522847	3.51106e-07
Tsnaxip1_mef	0.999887	0.000112696	8.38145e-11
Tsku_mef	0.935686	0.0643127	1.80279e-06
Tshz3_mef	0.115549	0.883113	0.00133763
Tshz2_mef	0.990829	0.00917092	3.03074e-07
Tshr_mef	0.997826	0.0021738	5.72947e-10
Tshb_mef	0.827864	0.172136	1.49394e-08
Tsga13_mef	0.990813	0.00918655	3.0597e-11
Tsga10_mef	0.775301	0.224692	6.17823e-06
Tsc22d3_mef	0.00636232	0.950027	0.0436107
Trpv6_mef	0.412191	0.587804	4.32027e-06
Trpv4_mef	0.620984	0.378811	0.000205205
Trpv2_mef	0.036042	0.957125	0.00683304
Trpv1_mef	0.999995	5.42663e-06	1.21786e-12
Trpm8_mef	1	4.23199e-07	7.18429e-14
Trpm6_mef	0.973287	0.0267133	7.96785e-09
Trpm5_mef	0.999671	0.000329106	9.8921e-09
Trpm3_mef	0.999531	0.000469372	4.21536e-12
Trpm2_mef	0.833774	0.166203	2.27328e-05
Trpm1_mef	0.999798	0.000202391	5.96608e-09
Trpd52l3_mef	0.305631	0.694366	2.36967e-06
Trpc6_mef	0.999877	0.000123417	8.78228e-13
Trpc5_mef	0.995513	0.0044872	6.23405e-11
Trpc4_mef	0.294197	0.705469	0.000334343
Trpc3_mef	0.674262	0.325728	1.01758e-05
Trpc1_mef	0.00472877	0.951566	0.0437053
Trpa1_mef	0.868489	0.13151	1.86391e-07
Trp73_mef	0.966529	0.033471	1.49859e-08
Trp63_mef	0.995638	0.00436173	1.0087e-10
Trmt12_mef	0.999998	2.30662e-06	5.00341e-13
Trim9_mef	0.995613	0.00438702	3.91124e-10
Trim75_mef	0.999998	1.69935e-06	2.10035e-14
Trim7_mef	0.999875	0.000124479	5.24526e-08
Trim69_mef	0.999939	6.14075e-05	1.08374e-12
Trim68_mef	0.156372	0.843437	0.000191163
Trim66_mef	0.997299	0.00270076	3.56724e-09
Trim65_mef	0.990437	0.00956328	2.0231e-09
Trim63_mef	0.99989	0.000109775	1.0751e-13
Trim62_mef	0.933532	0.0664671	9.92111e-07
Trim60$Trim60_mef	0.955088	0.0449118	1.37131e-08
Trim60_mef	0.0776701	0.922185	0.000145393
Trim47_mef	0.00147844	0.809621	0.188901
Trim46_mef	0.932994	0.0670053	6.10194e-07
Trim42_mef	0.992755	0.00724485	4.14677e-09
Trim40_mef	0.879426	0.120574	1.22094e-08
Trim31_mef	0.999346	0.000653708	1.85026e-14
Trim30$AI451617_mef	0.999738	0.000262493	3.6341e-12
Trim29_mef	0.636156	0.363843	3.97076e-07
Trim16_mef	0.0705288	0.926696	0.00277539
Trim14_mef	0.999562	0.000438221	9.97322e-12
Trim10_mef	0.996936	0.00306377	4.78315e-10
Trib2_mef	0.51907	0.480921	8.75785e-06
Trib1_mef	0.987085	0.0129141	7.82367e-07
Trhr2_mef	0.96995	0.0300501	5.55713e-09
Trhr_mef	0.999994	5.64274e-06	2.35643e-16
Trhde_mef	0.999992	7.71708e-06	6.69407e-14
Trex2_mef	0.458693	0.541302	4.12158e-06
Treml4_mef	0.999873	0.000126559	4.4049e-11
Treml2$LOC100047904_mef	0.999942	5.78101e-05	3.68408e-13
Treml1_mef	0.305065	0.694932	3.06783e-06
Trem3_mef	0.990242	0.00975838	2.47926e-11
Trem1_mef	0.957997	0.0420026	8.65905e-09
Treh_mef	0.998463	0.00153705	2.18266e-11
Trat1_mef	0.999977	2.29295e-05	9.58149e-17
Traf6_mef	0.914952	0.085046	1.79749e-06
Traf5_mef	0.981674	0.0183255	1.44893e-08
Traf3ip3_mef	0.97564	0.0243601	8.81113e-10
Traf1_mef	0.994376	0.00562424	9.07306e-09
Tpte_mef	0.209618	0.790382	2.71811e-07
Tpsg1_mef	0.916937	0.0830629	2.51193e-07
Tpsb2_mef	0.998046	0.00195362	1.24545e-10
Tpsab1_mef	0.764561	0.235439	1.11582e-07
Tppp_mef	1	2.73887e-07	5.91105e-14
Tpo_mef	0.264421	0.735572	7.3229e-06
Tph1_mef	0.995645	0.00435544	1.66218e-09
Tpcn2_mef	0.972791	0.0272089	3.30468e-09
Tpbpb_mef	0.999479	0.000520926	6.53318e-12
Tpbpa_mef	0.999742	0.000258047	7.78989e-12
Tpbg_mef	0.000683291	0.97669	0.0226264
Tox3_mef	0.996302	0.00369808	1.58394e-09
Tox2_mef	0.996432	0.00356804	4.46527e-08
Tor3a$LOC100047963_mef	0.515247	0.484751	1.23838e-06
Tnxb_mef	0.997854	0.00214585	5.35954e-10
Tns4_mef	0.989157	0.0108428	6.76165e-10
Tnrc4_mef	0.0410162	0.958974	9.88209e-06
Tnp1_mef	0.99989	0.000109749	3.20485e-13
Tnnt3_mef	0.999972	2.77525e-05	4.94801e-13
Tnnt2_mef	0.460973	0.539027	2.89059e-07
Tnni3k_mef	0.999926	7.36056e-05	3.70963e-13
Tnni3_mef	0.999521	0.000478651	6.83007e-10
Tnni2_mef	0.999991	9.47299e-06	1.48841e-12
Tnni1_mef	0.30007	0.699926	3.8188e-06
Tnnc2_mef	0.998733	0.00126686	3.90031e-11
Tnnc1_mef	0.929533	0.0704351	3.22933e-05
Tnn_mef	0.000131507	0.985872	0.0139964
Tnmd_mef	4.84454e-06	0.883303	0.116692
Tnk1_mef	0.929296	0.0707039	2.55657e-07
Tnfsf8_mef	0.999773	0.000226671	4.60634e-12
Tnfsf4_mef	0.998781	0.00121915	3.23683e-11
Tnfsf14_mef	0.992068	0.00793222	3.94016e-11
Tnfsf13b_mef	0.999882	0.000118115	7.57956e-14
Tnfsf11_mef	0.02702	0.972625	0.000354872
Tnfsf10_mef	0.996995	0.00300518	8.82856e-13
Tnfrsf9_mef	0.983323	0.0166769	8.09488e-09
Tnfrsf8_mef	0.33144	0.668559	7.87659e-07
Tnfrsf25_mef	0.983901	0.0160992	3.72885e-08
Tnfrsf19_mef	0.951917	0.0480826	1.44035e-07
Tnfrsf18_mef	0.989053	0.0109469	9.92196e-09
Tnfrsf17_mef	0.999144	0.000855684	8.90545e-10
Tnfrsf14_mef	0.993529	0.00647114	2.1447e-08
Tnfrsf13c_mef	0.964045	0.0359548	2.63029e-08
Tnfrsf13b_mef	0.999818	0.00018202	3.54169e-09
Tnfrsf11b_mef	0.00125159	0.993976	0.00477286
Tnfrsf11a_mef	0.978201	0.0217986	5.83239e-10
Tnfrsf10b_mef	0.997407	0.00259285	4.67735e-10
Tnfaip8l2_mef	0.967045	0.0329546	4.71381e-08
Tnfaip3_mef	0.723632	0.276347	2.12e-05
Tnf_mef	0.1937	0.806295	5.29693e-06
Tmub1_mef	0.855802	0.144178	2.0413e-05
Tmtc2_mef	0.981298	0.0187021	7.42024e-08
Tmtc1_mef	0.999626	0.000373808	7.49983e-10
