Loci	ips_0	ips_1	ips_2	pips_0	pips_1	pips_2	mef_0	mef_1	mef_2
Zfp811	0.99818	0.00181732	2.4175e-06	0.999976	2.39391e-05	1.30035e-10	0.999875	0.000124726	4.65349e-08
Zfp804a	0.999997	3.20204e-06	6.72132e-10	1	5.88167e-10	4.20154e-14	0.999982	1.78601e-05	4.4308e-09
Zfp787$LOC100041228	0.85803	0.141958	1.25191e-05	0.862358	0.137642	1.09095e-07	0.849047	0.150889	6.39536e-05
Zfp786	0.999603	0.000396221	2.95655e-07	0.999992	7.71979e-06	4.9661e-11	0.999403	0.000596141	3.82632e-07
Zfp784	0.9982	0.00179978	6.48788e-07	0.998851	0.00114873	2.57353e-09	0.994226	0.0057673	6.59195e-06
Zfp78	0.998802	0.00119647	1.04344e-06	0.999777	0.000222643	5.14217e-10	0.997965	0.00203294	1.78945e-06
Zfp768	0.00466215	0.995305	3.26225e-05	0.00333495	0.996651	1.42244e-05	0.00247814	0.996408	0.00111357
Zfp759	0.998541	0.00145739	1.31883e-06	0.999696	0.000304118	3.00702e-09	0.999377	0.00062312	2.63918e-07
Zfp750	0.524177	0.475804	1.92329e-05	0.526495	0.4735	4.92191e-06	0.554297	0.445652	5.0347e-05
Zfp75	0.843443	0.156444	0.00011267	0.867292	0.132708	1.7666e-07	0.866557	0.133417	2.60852e-05
Zfp711	0.999617	0.000382937	2.80256e-07	0.99999	9.70803e-06	2.84147e-10	0.999962	3.79177e-05	1.07499e-08
Zfp709	0.999866	0.000133509	7.09102e-08	1	4.42588e-07	1.33162e-12	0.998132	0.00186634	1.80994e-06
Zfp708	0.999622	0.000377453	2.81874e-07	0.999998	2.14223e-06	1.21049e-11	0.999549	0.000451132	2.66139e-07
Zfp697	0.98917	0.0108297	6.47267e-07	0.989455	0.0105447	8.71562e-09	0.898324	0.10119	0.000486321
Zfp689	0.578121	0.421804	7.50803e-05	0.592542	0.407457	3.56714e-07	0.584385	0.415492	0.000122438
Zfp677	0.468345	0.531604	5.08166e-05	0.477464	0.522536	3.27025e-07	0.380194	0.618633	0.00117343
Zfp672	0.556711	0.443286	2.17707e-06	0.513119	0.486865	1.60604e-05	0.25272	0.742181	0.00509927
Zfp661	0.931518	0.0684488	3.27024e-05	0.94205	0.0579501	1.14561e-07	0.942112	0.0578774	1.045e-05
Zfp653	0.517043	0.482867	8.99722e-05	0.532704	0.467296	5.18499e-07	0.529608	0.470276	0.000116796
Zfp629	0.298264	0.701725	1.1296e-05	0.29577	0.704229	1.11048e-06	0.234345	0.764637	0.00101843
Zfp619	0.985137	0.0148546	8.91872e-06	0.989545	0.0104546	4.27291e-09	0.979114	0.0208637	2.23954e-05
Zfp612	0.997142	0.0028552	3.04098e-06	0.999245	0.000755032	4.69209e-09	0.998905	0.00109475	3.99985e-07
Zfp608	0.2308	0.769191	9.0768e-06	0.224596	0.775401	2.2298e-06	0.183198	0.81596	0.000842323
Zfp606	0.931591	0.0683143	9.48739e-05	0.953907	0.0460932	2.59626e-08	0.946231	0.0537458	2.3167e-05
Zfp597	0.712828	0.287131	4.03831e-05	0.722813	0.277187	1.34068e-07	0.690294	0.309491	0.000214289
Zfp595	0.91534	0.0846414	1.87471e-05	0.922164	0.0778362	5.09941e-08	0.911417	0.0885438	3.94599e-05
Zfp59	0.999982	1.79048e-05	5.43976e-09	1	7.28453e-09	4.76428e-13	0.999977	2.30986e-05	6.05719e-09
Zfp583	0.976285	0.0236804	3.47739e-05	0.987759	0.0122415	3.15757e-09	0.974878	0.0250921	2.99606e-05
Zfp563	0.997117	0.00288181	7.98263e-07	0.997855	0.0021452	4.08279e-09	0.992099	0.0078919	9.08151e-06
Zfp551	0.999132	0.000867269	8.36167e-07	0.999966	3.39012e-05	1.30038e-10	0.999274	0.000725299	4.81711e-07
Zfp541	0.989567	0.0104219	1.06226e-05	0.99462	0.00537953	4.64216e-09	0.990971	0.00902325	5.7093e-06
Zfp536	0.999958	4.16458e-05	1.57399e-08	1	6.22777e-08	1.46316e-12	0.999628	0.000371784	2.06832e-07
Zfp53$LOC100044273	0.178857	0.8211	4.31033e-05	0.182778	0.817221	9.55888e-07	0.164729	0.834767	0.000504004
Zfp524	0.00738271	0.992586	3.09002e-05	0.00631139	0.993679	9.3537e-06	0.00696325	0.992464	0.000572343
Zfp521	0.999872	0.000128017	3.91717e-08	0.999944	5.56333e-05	9.98144e-10	0.0197925	0.852607	0.1276
Zfp52	0.999862	0.000138271	7.10786e-08	0.999994	5.76922e-06	2.21358e-11	0.997125	0.00287192	3.26917e-06
Zfp509	0.79917	0.200794	3.59108e-05	0.809102	0.190898	1.15563e-07	0.79406	0.205854	8.63006e-05
Zfp503	0.182565	0.817387	4.79015e-05	0.183077	0.816885	3.81289e-05	0.000310422	0.893903	0.105787
Zfp474	0.998514	0.00148438	1.39764e-06	0.99972	0.000280443	5.60737e-10	0.9979	0.00209806	1.81271e-06
Zfp467	0.99961	0.000389966	1.55178e-07	0.999836	0.00016449	1.78913e-10	0.983786	0.0161773	3.70377e-05
Zfp458	0.999963	3.71982e-05	1.35619e-08	1	3.0681e-07	1.70903e-11	0.999777	0.000222578	1.05549e-07
Zfp455	0.999997	3.33112e-06	7.04359e-10	1	6.14118e-10	4.49208e-14	0.999988	1.22003e-05	2.80087e-09
Zfp454	0.924657	0.0752905	5.22264e-05	0.939309	0.0606909	2.1843e-08	0.922536	0.0774088	5.56786e-05
Zfp40	0.999771	0.000228905	1.4501e-07	1	2.94575e-07	4.66789e-12	0.999952	4.81357e-05	1.49768e-08
Zfp398	0.995691	0.00430551	3.23599e-06	0.99787	0.00213011	1.30683e-09	0.991673	0.00831684	1.0022e-05
Zfp39	0.99773	0.00226693	3.01627e-06	0.999831	0.00016918	1.60697e-10	0.997921	0.00207698	1.90574e-06
Zfp358	0.0579589	0.942015	2.5641e-05	0.0576015	0.942396	2.28335e-06	0.0478918	0.951407	0.000701395
Zfp354b	0.999891	0.000109369	5.46658e-08	1	2.55297e-07	6.67323e-12	0.999881	0.000118764	4.69164e-08
Zfp334	0.999929	7.1455e-05	3.12768e-08	0.999999	5.50601e-07	9.89709e-12	0.9994	0.000599299	3.89357e-07
Zfp324	0.762224	0.237768	8.56957e-06	0.76396	0.23604	1.67372e-07	0.723804	0.275951	0.000244774
Zfp319	0.270241	0.729742	1.62293e-05	0.269889	0.73011	9.90689e-07	0.248305	0.751263	0.0004318
Zfp316	0.998674	0.00132617	2.00584e-07	0.998877	0.00112337	1.33656e-08	0.996024	0.00397273	3.49018e-06
Zfp30	0.878104	0.12188	1.5469e-05	0.883598	0.116402	4.45484e-08	0.843929	0.155885	0.000185422
Zfp3	0.983666	0.0163252	9.22586e-06	0.988165	0.0118353	2.99463e-08	0.987078	0.0129183	3.35526e-06
Zfp287	0.996531	0.00346777	7.34571e-07	0.997195	0.00280503	3.33509e-09	0.986458	0.0135207	2.1467e-05
Zfp286	0.987698	0.0122772	2.4802e-05	0.996863	0.00313729	4.06067e-10	0.978433	0.0215215	4.59917e-05
Zfp282	0.124841	0.87514	1.90027e-05	0.123817	0.876181	1.99346e-06	0.119239	0.880407	0.000354153
Zfp28	0.99931	0.000689156	6.00273e-07	0.999965	3.53075e-05	2.24263e-11	0.995122	0.00487158	6.77503e-06
Zfp276	0.309365	0.690607	2.78342e-05	0.312429	0.68757	7.55361e-07	0.298653	0.701049	0.000297845
Zfp273	0.946077	0.053862	6.06397e-05	0.962595	0.0374045	1.85667e-08	0.953909	0.0460671	2.38502e-05
Zfp27	0.763777	0.236204	1.82692e-05	0.768961	0.231038	2.49972e-07	0.761216	0.238715	6.86106e-05
Zfp248	0.998239	0.00176039	5.34151e-07	0.998791	0.00120932	2.54684e-09	0.992998	0.00699289	8.95787e-06
Zfp213	0.803872	0.196087	4.03655e-05	0.814792	0.185208	2.36497e-07	0.812517	0.187443	4.06241e-05
Zfp202	0.935257	0.0647404	2.37066e-06	0.935788	0.0642117	5.07508e-08	0.888317	0.111474	0.000208318
Zfp2	0.997969	0.00202812	2.71729e-06	0.99992	7.95753e-05	3.52177e-10	0.999637	0.000362418	1.712e-07
Zfp189	0.999059	0.000940007	9.00726e-07	0.999939	6.10446e-05	6.99901e-11	0.997455	0.0025425	2.69191e-06
Zfp182	0.987008	0.0129643	2.79438e-05	0.996958	0.00304172	5.06992e-09	0.995892	0.00410668	1.56277e-06
Zfp179	0.999032	0.000966834	8.87733e-07	0.999902	9.82833e-05	2.76575e-10	0.998605	0.00139374	1.12527e-06
Zfp169	0.242776	0.757175	4.90297e-05	0.248499	0.7515	8.19779e-07	0.236839	0.762836	0.00032526
Zfp142	0.983643	0.0163461	1.0928e-05	0.988738	0.0112624	6.94739e-09	0.982245	0.0177421	1.26455e-05
Zfp14	0.99982	0.000179551	1.00628e-07	0.999993	6.74966e-06	5.84526e-11	0.998909	0.00109002	8.65021e-07
Zfp128	0.903847	0.0961413	1.16294e-05	0.90835	0.09165	4.49183e-08	0.885362	0.114548	9.01825e-05
Zfp119	0.9866	0.0133924	7.4341e-06	0.990472	0.00952843	8.64706e-09	0.985626	0.0143652	8.79738e-06
Zfp113	0.977298	0.0226997	1.94642e-06	0.978397	0.0216031	2.6137e-08	0.966285	0.0336847	2.9907e-05
Zfp112	0.752263	0.247701	3.60265e-05	0.761734	0.238266	1.66258e-07	0.748622	0.251286	9.22804e-05
Zfp111	0.947132	0.052839	2.87296e-05	0.956883	0.0431174	3.08817e-08	0.950273	0.0497068	1.98479e-05
Zfp11	0.0691506	0.930818	3.1318e-05	0.0696654	0.930332	2.77797e-06	0.0724524	0.927263	0.000284594
Zfp109	0.936341	0.0636431	1.63522e-05	0.942672	0.0573277	5.11568e-08	0.936057	0.0639199	2.3001e-05
Zfp108	0.999612	0.000387828	2.77597e-07	0.999982	1.77331e-05	7.8792e-11	0.998778	0.00122085	9.99689e-07
Zfhx4	0.730964	0.269035	1.09888e-06	0.661814	0.338141	4.48101e-05	0.128326	0.851742	0.0199317
Zfat1	0.924395	0.0755892	1.58786e-05	0.930465	0.069535	6.48187e-08	0.9237	0.0762741	2.61059e-05
Zer1	0.999951	4.86602e-05	1.92169e-08	1	2.32465e-08	8.40075e-13	0.999933	6.72348e-05	2.27944e-08
Zeb2	0.999869	0.000130993	5.06154e-08	0.999965	3.45253e-05	3.50939e-11	0.885898	0.113426	0.000675621
Zdhhc25	0.999917	8.24748e-05	3.78896e-08	1	1.20784e-07	3.29362e-12	0.99987	0.000130133	5.27704e-08
Zdhhc22	0.611684	0.388273	4.23606e-05	0.620954	0.379046	2.83826e-07	0.606592	0.393262	0.000145891
Zdhhc2	0.377175	0.62281	1.43936e-05	0.37701	0.622988	1.68075e-06	0.0563821	0.927966	0.0156523
Zdhhc19	0.99998	2.01375e-05	6.29503e-09	1	2.67405e-08	1.92789e-12	0.999942	5.80427e-05	1.89473e-08
Zdhhc17	0.0303295	0.969636	3.47591e-05	0.0304768	0.96952	3.03474e-06	0.027465	0.971952	0.000582633
Zdhhc14	0.998934	0.0010661	1.44518e-07	0.999071	0.000928633	1.02259e-08	0.995377	0.00461859	4.84131e-06
Zdhhc11	0.99993	6.97469e-05	3.05055e-08	1	8.74434e-08	1.89561e-12	0.999759	0.0002413	1.17324e-07
Zcchc5	0.983946	0.0160536	5.57804e-07	0.983846	0.0161536	1.00278e-07	0.054816	0.87542	0.0697643
Zcchc4	0.751749	0.248183	6.81147e-05	0.767249	0.23275	7.1184e-07	0.776371	0.223599	2.99104e-05
Zcchc18	0.996325	0.00366818	6.42217e-06	0.999916	8.43593e-05	4.35227e-11	0.997957	0.00204105	1.95151e-06
Zc3hav1	0.324271	0.675688	4.15233e-05	0.329868	0.67013	1.70577e-06	0.338691	0.661184	0.000124631
Zc3h7a	0.680656	0.319303	4.12543e-05	0.690466	0.309534	2.00319e-07	0.673126	0.326737	0.000136744
Zc3h6	0.994713	0.00528466	2.46291e-06	0.996469	0.00353073	1.87121e-08	0.995553	0.00444557	1.51784e-06
Zc3h12d	0.999956	4.42228e-05	1.7004e-08	1	2.88925e-08	1.17299e-12	0.999929	7.05383e-05	2.42149e-08
Zbtb8os	0.999686	0.000313922	1.70229e-07	0.999938	6.14967e-05	4.0438e-09	0.999835	0.000164689	6.05184e-08
Zbtb7c	0.0295577	0.970406	3.60634e-05	0.0275387	0.972433	2.84458e-05	0.0513504	0.948492	0.000157288
Zbtb46	0.994018	0.00597411	8.29486e-06	0.998297	0.00170324	8.56233e-10	0.993771	0.0062225	6.5207e-06
Zbtb4	0.00374881	0.996208	4.29339e-05	0.00169349	0.99827	3.63848e-05	0.000584633	0.997054	0.00236159
Zbtb38	0.995153	0.00484246	4.84146e-06	0.99807	0.00193001	1.75574e-09	0.994653	0.00534245	4.58014e-06
Zbtb37	0.999961	3.86538e-05	1.43119e-08	1	6.87289e-08	2.2526e-12	0.999746	0.000254178	1.25568e-07
Zbtb20	0.371154	0.628837	8.85708e-06	0.367602	0.632397	1.21108e-06	0.340318	0.659283	0.000399137
Zbtb16	0.997605	0.00239219	2.4171e-06	0.999391	0.000609339	5.97767e-10	0.996256	0.00373988	3.82637e-06
Zbed3	0.0331397	0.96683	3.02808e-05	0.0328988	0.967098	3.44526e-06	0.0329921	0.966591	0.000417342
Zan	0.997929	0.00206893	2.39042e-06	0.999705	0.000294726	2.85676e-10	0.997178	0.00281894	2.80841e-06
Ypel4	0.999932	6.81689e-05	2.95603e-08	1	2.21984e-07	5.47038e-12	0.999699	0.00030132	1.56836e-07
Ypel1	0.932926	0.0670337	4.03009e-05	0.945191	0.0548088	4.12323e-08	0.939016	0.0609628	2.13725e-05
Yod1	0.9912	0.0087989	1.06573e-06	0.991971	0.00802861	1.23384e-08	0.982241	0.0177389	1.99284e-05
Xtrp3s1	0.999998	1.93268e-06	3.71343e-10	1	2.71999e-10	1.94502e-14	0.999995	4.63649e-06	8.97112e-10
Xpnpep2	0.194651	0.805302	4.61244e-05	0.199227	0.800772	8.97576e-07	0.181922	0.817615	0.000463757
Xkrx	0.99986	0.000140209	7.5731e-08	1	2.87615e-07	4.17413e-12	0.999753	0.000247066	1.20938e-07
Xkr6	0.999627	0.000372776	2.75022e-07	0.999996	4.40119e-06	2.88436e-11	0.999493	0.000506538	3.09307e-07
Xkr4	0.999997	2.92089e-06	6.02907e-10	1	6.28955e-10	4.72486e-14	0.999989	1.09904e-05	2.47249e-09
Xk	0.998956	0.00104332	1.05236e-06	0.999941	5.88729e-05	1.15246e-10	0.998583	0.00141549	1.18626e-06
Xirp1	0.999638	0.000361413	2.59532e-07	0.999991	8.87236e-06	4.3008e-11	0.999055	0.000943976	7.10141e-07
Xdh	0.99475	0.00524935	3.53593e-07	0.994895	0.00510513	2.17336e-07	0.994367	0.00563129	1.49149e-06
Xcr1	0.999914	8.63031e-05	4.00988e-08	1	3.14226e-07	5.38278e-12	0.999583	0.000416874	2.40474e-07
Xcl1	0.999925	7.5239e-05	3.36254e-08	1	1.419e-07	3.11359e-12	0.999742	0.000258306	1.28217e-07
Wwox	0.357604	0.642366	2.94701e-05	0.361323	0.638675	2.0249e-06	0.3722	0.62769	0.000109757
Wscd1	0.979744	0.0202183	3.7956e-05	0.991973	0.0080267	4.11909e-09	0.986761	0.0132302	9.21343e-06
Wnt9b	0.998969	0.0010301	9.70952e-07	0.999897	0.000102929	1.75675e-10	0.997955	0.00204331	1.93386e-06
Wnt9a	0.167417	0.832567	1.63996e-05	0.164296	0.835695	8.70455e-06	0.00703056	0.972829	0.0201405
Wnt8b	0.999991	8.62418e-06	2.21132e-09	1	1.87296e-09	1.26309e-13	0.999975	2.54638e-05	6.82396e-09
Wnt8a	0.999967	3.30683e-05	1.14389e-08	0.999999	1.21865e-06	1.9727e-10	0.99993	7.0269e-05	2.39994e-08
Wnt6	0.625177	0.374749	7.3562e-05	0.640021	0.359979	2.17227e-07	0.620331	0.379499	0.000169848
Wnt5b	0.999674	0.00032544	1.91958e-07	0.999953	4.71277e-05	2.35154e-10	0.997957	0.00204144	1.99383e-06
Wnt5a	0.984283	0.0157162	1.07176e-06	0.98484	0.0151597	1.15604e-07	0.0140341	0.836897	0.149069
Wnt4	0.189833	0.810125	4.16775e-05	0.193734	0.806265	9.11202e-07	0.1494	0.849591	0.00100908
Wnt3a	0.997125	0.00287221	2.77801e-06	0.999094	0.000906288	6.56586e-10	0.994776	0.00521808	5.95912e-06
Wnt2b	0.99989	0.000109831	5.45066e-08	0.999999	1.11289e-06	1.40155e-11	0.999304	0.000695653	4.74898e-07
Wnt2	0.999813	0.000186995	7.49323e-08	0.999944	5.64123e-05	3.48718e-10	0.996305	0.00369055	4.55455e-06
Wnt16	0.981839	0.0181582	2.46086e-06	0.983363	0.0166368	8.12726e-09	0.956385	0.043531	8.36933e-05
Wnt11	0.595681	0.404284	3.48022e-05	0.603269	0.396731	2.12707e-07	0.549783	0.449761	0.0004567
Wnt10b	0.975235	0.0247573	7.55624e-06	0.979024	0.0209757	8.13812e-09	0.962271	0.0376838	4.48663e-05
Wnt10a	0.999486	0.000513664	3.69215e-07	0.999942	5.82781e-05	4.5385e-11	0.993146	0.00684325	1.0902e-05
Wnt1	0.99986	0.000140104	7.53022e-08	0.999999	8.70576e-07	1.59817e-11	0.999716	0.000283631	1.44671e-07
Wnk4	0.999818	0.000181793	1.05217e-07	0.999997	2.52122e-06	4.70227e-11	0.999698	0.000301628	1.56272e-07
Wnk2	0.733514	0.266438	4.77254e-05	0.745179	0.25482	1.61538e-07	0.730164	0.269729	0.000106159
Wisp1	0.495373	0.504125	0.000501647	0.508977	0.490505	0.000518558	9.9635e-10	0.0215593	0.978441
Wipi1	0.061823	0.938152	2.45493e-05	0.0608747	0.939119	5.86296e-06	0.00811366	0.985868	0.00601816
Wif1	0.999998	2.4592e-06	4.69159e-10	0.999999	1.07008e-06	6.48224e-10	0.999995	5.36917e-06	1.05914e-09
Whrn	0.446371	0.553582	4.65595e-05	0.454495	0.545505	3.70092e-07	0.42055	0.579058	0.000392056
Whdc1	0.991416	0.00857199	1.21221e-05	0.996986	0.00301429	9.91182e-09	0.996617	0.00338194	9.32166e-07
Wfikkn2	0.987587	0.0124055	7.7677e-06	0.991597	0.00840303	5.80772e-09	0.985645	0.0143445	1.08417e-05
Wfdc6a	0.999961	3.85558e-05	1.42717e-08	1	4.84626e-08	2.49185e-12	0.999929	7.04792e-05	2.41876e-08
Wfdc5	0.995967	0.00403119	2.24587e-06	0.997627	0.00237285	2.23052e-09	0.992217	0.00777499	8.41231e-06
Wfdc3	0.998828	0.00117049	1.04037e-06	0.999802	0.00019807	3.36533e-10	0.997511	0.00248695	2.44141e-06
Wfdc15b	0.99783	0.00216876	1.50681e-06	0.999089	0.000911324	7.86195e-10	0.993713	0.00627907	8.02798e-06
Wfdc12	0.919816	0.0801696	1.3913e-05	0.925236	0.074764	4.43217e-08	0.911492	0.0884593	4.85987e-05
Wee2	0.999992	7.91173e-06	1.99086e-09	1	1.69766e-09	1.1562e-13	0.999975	2.5314e-05	6.77482e-09
Wdr86	0.997796	0.00220124	3.13596e-06	0.999958	4.2497e-05	6.93675e-11	0.999247	0.000752814	5.01526e-07
Wdr78	0.999691	0.0003091	2.05466e-07	0.999987	1.33569e-05	6.26407e-11	0.998649	0.00134967	1.15096e-06
Wdr69	0.99999	9.97604e-06	2.64202e-09	1	2.37026e-09	1.4538e-13	0.999951	4.84936e-05	1.51321e-08
Wdr63	0.999993	7.48058e-06	1.85959e-09	1	4.03723e-09	9.89889e-14	0.999449	0.000550682	3.48114e-07
Wdr60	0.0212364	0.978735	2.89816e-05	0.0206095	0.979386	4.09918e-06	0.0150409	0.984016	0.000943333
Wdr5b	0.999738	0.00026158	8.67815e-08	0.999877	0.000122764	6.82676e-10	0.995238	0.0047554	6.39864e-06
Wdr38	0.939637	0.0603217	4.09815e-05	0.95212	0.0478796	3.01519e-08	0.944645	0.0553316	2.30539e-05
Wdr27	0.999515	0.000484457	3.90477e-07	0.999993	7.0524e-06	3.30555e-11	0.999369	0.000630171	4.12613e-07
Wdr22	0.906579	0.0934119	8.74313e-06	0.910054	0.0899456	4.2142e-08	0.878882	0.12099	0.000128513
Wdr20b	0.999982	1.80803e-05	5.50684e-09	1	3.83843e-09	2.12494e-13	0.999969	3.09916e-05	8.6857e-09
Wdr19	0.969314	0.0306851	1.05399e-06	0.969374	0.0306263	4.7217e-08	0.946318	0.0536104	7.15396e-05
Wdr17	0.999975	2.46732e-05	8.12283e-09	1	1.29689e-08	6.6462e-13	0.999929	7.11879e-05	2.44979e-08
Wdr16	0.99993	7.04438e-05	3.09228e-08	1	3.42267e-08	1.11092e-12	0.999966	3.4373e-05	9.86806e-09
Wbscr28	0.985969	0.0140218	8.91009e-06	0.990384	0.00961622	6.38161e-09	0.984231	0.0157571	1.15367e-05
Was	0.99779	0.0022072	3.23271e-06	0.999999	6.35085e-07	1.11185e-12	0.999898	0.000102384	3.87662e-08
Wars2	0.0364887	0.963491	2.04895e-05	0.0347229	0.965273	3.6919e-06	0.0266004	0.972542	0.000857123
Wap	0.999297	0.000702754	5.63411e-07	0.99992	8.04747e-05	9.02726e-11	0.996071	0.00392443	4.92873e-06
Vwf	0.991828	0.00815169	2.07319e-05	0.999953	4.65085e-05	1.19701e-10	0.999817	0.000183107	7.25349e-08
Vwc2	0.999987	1.32462e-05	3.74325e-09	1	9.86217e-09	7.48114e-13	0.999961	3.91256e-05	1.1585e-08
Vwa2	0.999966	3.42952e-05	1.23012e-08	1	4.07193e-08	2.43425e-12	0.999957	4.2779e-05	1.29418e-08
Vwa1	0.991193	0.00880389	2.71225e-06	0.993026	0.00697359	5.34223e-09	0.984193	0.0157893	1.73388e-05
Vtn	0.999893	0.000106652	5.28146e-08	1	4.06384e-07	9.56615e-12	0.999791	0.000208466	9.69043e-08
Vti1a	0.0246919	0.975283	2.51563e-05	0.023637	0.976359	4.14586e-06	0.0211636	0.978222	0.000614401
Vtcn1	0.999958	4.2215e-05	1.54885e-08	0.999998	1.77469e-06	1.83479e-10	0.999817	0.000182976	8.15201e-08
Vsx1	0.999477	0.000522958	4.02052e-07	0.999963	3.66148e-05	1.32559e-10	0.998597	0.00140191	1.19082e-06
Vstm2	0.999997	3.01503e-06	6.25917e-10	1	1.24313e-09	1.04515e-13	0.99999	9.76912e-06	2.1492e-09
Vsnl1	0.99977	0.000229595	1.43439e-07	0.999997	3.12037e-06	3.28708e-11	0.999509	0.000490419	2.96883e-07
Vsig8	0.999987	1.26074e-05	3.52238e-09	1	4.7869e-09	2.77091e-13	0.999923	7.68306e-05	2.69769e-08
Vsig2	0.995806	0.004187	7.27611e-06	0.999723	0.000276911	2.61832e-10	0.998213	0.00178567	1.42193e-06
Vsig1	0.999977	2.26843e-05	7.30956e-09	1	1.34263e-08	6.9281e-13	0.999914	8.62629e-05	3.1238e-08
Vps37d	0.743099	0.25688	2.03978e-05	0.74871	0.25129	1.26215e-07	0.708466	0.291281	0.000253213
Vps13c	0.999502	0.000497532	3.9836e-07	0.999987	1.33464e-05	6.29034e-11	0.999226	0.000773506	5.39481e-07
Vpreb3	0.582438	0.417494	6.78017e-05	0.595786	0.404214	3.41311e-07	0.586487	0.413386	0.000127215
Vpreb1	0.986708	0.0132621	3.00531e-05	0.997172	0.00282833	4.02337e-09	0.995875	0.00412304	1.76225e-06
