Loci	mef_0	mef_1	mef_2
Zfp324_mef	0.480256	0.508488	0.0112553
Zfp319_mef	0.366419	0.617916	0.0156657
Zfp316_mef	0.929815	0.0693504	0.000834641
Zfp30_mef	0.520239	0.469814	0.00994668
Zfp3_mef	0.942303	0.057034	0.000662528
Zfp287_mef	0.803415	0.193641	0.0029443
Zfp286_mef	0.714608	0.280609	0.00478281
Zfp282_mef	0.437565	0.549659	0.0127763
Zfp28_mef	0.894411	0.104227	0.00136164
Zfp276_mef	0.478533	0.510153	0.0113141
Zfp273_mef	0.814203	0.183056	0.00274062
Zfp27_mef	0.749706	0.246272	0.00402137
Zfp248_mef	0.877174	0.121189	0.00163724
Zfp213_mef	0.825592	0.171878	0.00253018
Zfp202_mef	0.493607	0.495587	0.0108068
Zfp2_mef	0.989845	0.0100612	9.36616e-05
Zfp189_mef	0.939142	0.0601524	0.000705356
Zfp182_mef	0.959909	0.0396566	0.000433952
Zfp179_mef	0.964822	0.0348041	0.000373447
Zfp169_mef	0.456197	0.531707	0.0120954
Zfp142_mef	0.858828	0.139228	0.00194335
Zfp14_mef	0.970192	0.0294985	0.00030915
Zfp128_mef	0.644582	0.348972	0.00644584
Zfp119_mef	0.885609	0.11289	0.00150088
Zfp113_mef	0.777994	0.218565	0.00344098
Zfp112_mef	0.689747	0.304903	0.00535066
Zfp111_mef	0.838627	0.159078	0.00229517
Zfp11_mef	0.539649	0.451004	0.00934702
Zfp109_mef	0.831364	0.166211	0.00242535
Zfp108_mef	0.967301	0.0323552	0.00034352
Zfhx4_mef	0.0186421	0.90449	0.0768674
Zfat1_mef	0.82367	0.173765	0.00256537
Zer1_mef	0.997464	0.00251448	2.19279e-05
Zeb2_mef	0.307341	0.67414	0.0185194
Zdhhc25_mef	0.995431	0.00452919	4.0116e-05
Zdhhc22_mef	0.626085	0.366995	0.00691931
Zdhhc2_mef	0.0140738	0.900006	0.0859201
Zdhhc19_mef	0.997775	0.00220538	1.92139e-05
Zdhhc17_mef	0.252411	0.725872	0.0217172
Zdhhc14_mef	0.914138	0.0848008	0.00106121
Zdhhc11_mef	0.992083	0.00784545	7.16596e-05
Zcchc5_mef	0.0052512	0.868701	0.126048
Zcchc4_mef	0.897608	0.10108	0.00131183
Zcchc18_mef	0.950155	0.0492865	0.000558438
Zc3hav1_mef	0.772443	0.224005	0.00355256
Zc3h7a_mef	0.622724	0.370269	0.00700696
Zc3h6_mef	0.961235	0.0383473	0.000417473
Zc3h12d_mef	0.997353	0.00262435	2.28979e-05
Zbtb8os_mef	0.995017	0.00493867	4.391e-05
Zbtb7c_mef	0.807301	0.189828	0.00287044
Zbtb46_mef	0.898267	0.100431	0.00130162
Zbtb4_mef	0.0287419	0.906669	0.0645892
Zbtb38_mef	0.917939	0.0810556	0.00100525
Zbtb37_mef	0.991708	0.00821648	7.5296e-05
Zbtb20_mef	0.388562	0.596726	0.0147117
Zbtb16_mef	0.925201	0.0738987	0.000900146
Zbed3_mef	0.376199	0.608564	0.0152376
Zan_mef	0.93779	0.0614859	0.000723829
Ypel4_mef	0.990358	0.00955323	8.85582e-05
Ypel1_mef	0.838256	0.159443	0.00230177
Yod1_mef	0.814402	0.182861	0.0027369
Xtrp3s1_mef	0.999767	0.000231134	2.3037e-06
Xpnpep2_mef	0.343228	0.640044	0.0167275
Xkrx_mef	0.991918	0.00800898	7.32599e-05
Xkr6_mef	0.984799	0.0150555	0.000145505
Xkr4_mef	0.999496	0.000499326	4.59819e-06
Xk_mef	0.96357	0.0360409	0.00038872
Xirp1_mef	0.973763	0.025969	0.000267532
Xdh_mef	0.963438	0.0361718	0.000390341
Xcr1_mef	0.987145	0.012734	0.000121046
Xcl1_mef	0.99159	0.00833381	7.64501e-05
Wwox_mef	0.798773	0.198194	0.00303325
Wscd1_mef	0.881	0.117425	0.00157505
Wnt9b_mef	0.950458	0.0489878	0.000554494
Wnt9a_mef	0.004077	0.857104	0.138819
Wnt8b_mef	0.998934	0.00105717	9.32102e-06
Wnt8a_mef	0.99737	0.00260729	2.2747e-05
Wnt6_mef	0.582171	0.409723	0.00810604
Wnt5b_mef	0.949442	0.0499902	0.000567752
Wnt5a_mef	0.00146899	0.796076	0.202455
Wnt4_mef	0.169911	0.801852	0.0282375
Wnt3a_mef	0.902812	0.0959566	0.00123169
Wnt2b_mef	0.979815	0.0199852	0.000199285
Wnt2_mef	0.916359	0.0826122	0.00102842
Wnt16_mef	0.634401	0.358894	0.00670458
Wnt11_mef	0.35908	0.624926	0.0159944
Wnt10b_mef	0.725893	0.269574	0.00453292
Wnt10a_mef	0.861818	0.13629	0.0018926
Wnt1_mef	0.990872	0.00904463	8.34832e-05
Wnk4_mef	0.990384	0.00952789	8.83045e-05
Wnk2_mef	0.6647	0.329353	0.00594761
Wisp1_mef	2.22063e-09	0.013217	0.986783
Wipi1_mef	0.0124179	0.897324	0.0902583
Wif1_mef	0.999735	0.000262555	2.57642e-06
Whrn_mef	0.391815	0.593609	0.014576
Whdc1_mef	0.972048	0.0276646	0.000287406
Wfikkn2_mef	0.869054	0.129175	0.00177113
Wfdc6a_mef	0.997355	0.00262226	2.28793e-05
Wfdc5_mef	0.882528	0.115921	0.00155036
Wfdc3_mef	0.942842	0.0565028	0.000655285
Wfdc15b_mef	0.884394	0.114085	0.00152035
Wfdc12_mef	0.739445	0.256316	0.00423921
Wee2_mef	0.998939	0.00105161	9.27383e-06
Wdr86_mef	0.979126	0.0206669	0.000206903
Wdr78_mef	0.964214	0.0354052	0.000380856
Wdr69_mef	0.998105	0.00187869	1.6369e-05
Wdr63_mef	0.983553	0.0162878	0.000158722
Wdr60_mef	0.129937	0.83725	0.0328127
Wdr5b_mef	0.897929	0.100765	0.00130687
Wdr38_mef	0.824911	0.172547	0.00254264
Wdr27_mef	0.981606	0.0182147	0.000179698
Wdr22_mef	0.581874	0.410012	0.00811439
Wdr20b_mef	0.998729	0.00125981	1.10462e-05
Wdr19_mef	0.662685	0.331318	0.00599673
Wdr17_mef	0.997331	0.00264601	2.30894e-05
Wdr16_mef	0.998606	0.00138169	1.20878e-05
Wbscr28_mef	0.8651	0.133063	0.00183726
Was_mef	0.996315	0.00365321	3.21064e-05
Wars2_mef	0.154358	0.815787	0.0298557
Wap_mef	0.912373	0.0865393	0.0010874
Vwf_mef	0.99434	0.00561007	5.01959e-05
Vwc2_mef	0.998435	0.00155112	1.3541e-05
Vwa2_mef	0.998306	0.00167961	1.46475e-05
Vwa1_mef	0.827307	0.170194	0.0024989
Vtn_mef	0.993052	0.00688518	6.2343e-05
Vti1a_mef	0.234543	0.742543	0.022914
Vtcn1_mef	0.99383	0.00611457	5.49701e-05
Vsx1_mef	0.963456	0.036154	0.000390121
Vstm2_mef	0.999546	0.00044949	4.17544e-06
Vsnl1_mef	0.985207	0.0146522	0.000141213
Vsig8_mef	0.997143	0.00283236	2.47413e-05
Vsig2_mef	0.959372	0.0401873	0.000440663
Vsig1_mef	0.996832	0.0031404	2.74886e-05
Vps37d_mef	0.474704	0.513851	0.0114455
Vps13c_mef	0.97807	0.0217114	0.000218657
Vpreb3_mef	0.670338	0.323851	0.005811
Vpreb1_mef	0.956259	0.0432615	0.000479888
Vnn3_mef	0.859431	0.138635	0.00193309
Vnn1_mef	0.0278553	0.906728	0.0654166
Vldlr_mef	0.136111	0.831881	0.0320081
Vit_mef	0.998104	0.00187998	1.63802e-05
Vipr2_mef	0.992305	0.00762574	6.95157e-05
Vipr1_mef	0.996044	0.00392115	3.45404e-05
Vip_mef	0.994648	0.00530489	4.73289e-05
Vil1_mef	0.999331	0.000663208	5.98485e-06
Vgll2_mef	0.991095	0.00882393	8.1292e-05
Vgll1_mef	0.984948	0.0149078	0.000143931
Vgf_mef	0.708635	0.286448	0.00491704
Vezt_mef	0.342589	0.640653	0.0167578
Veph1_mef	0.995432	0.00452795	4.01046e-05
Vdr_mef	0.295737	0.685119	0.0191437
Vcan_mef	0.000309093	0.661084	0.338607
Vax1_mef	0.957351	0.0421831	0.00046606
Vav3_mef	0.974245	0.0254927	0.000261989
Vav1_mef	0.998081	0.00190203	1.65715e-05
Vash2_mef	0.0260731	0.906735	0.0671923
Vamp5_mef	0.02671	0.906751	0.0665395
Vamp1_mef	0.929777	0.0693876	0.000835173
V2r16_mef	0.999749	0.00024873	2.45664e-06
V1rd9_mef	0.998883	0.00110731	9.74719e-06
V1rd6_mef	0.863046	0.135083	0.00187185
V1rd4_mef	0.998274	0.0017114	1.49218e-05
V1rd3_mef	0.997267	0.00270888	2.36459e-05
V1rc8$V1rc22_mef	0.999504	0.000491605	4.53275e-06
V1rc7_mef	0.999563	0.000433085	4.03608e-06
V1rc6_mef	0.999679	0.000317553	3.05016e-06
V1rc5_mef	0.999715	0.00028266	2.75006e-06
V1rc3_mef	0.999806	0.000192502	1.96547e-06
V1rc22_mef	0.999821	0.000177439	1.83247e-06
V1rc2_mef	0.999676	0.000320508	3.07551e-06
V1rc1_mef	0.996076	0.00388927	3.42501e-05
V1rb8_mef	0.999456	0.000538713	4.93181e-06
V1rb7_mef	0.999108	0.000884351	7.85546e-06
V1rb6_mef	0.893223	0.105397	0.00138025
V1rb5_mef	0.999492	0.000503189	4.63092e-06
V1rb3_mef	0.998764	0.00122546	1.07532e-05
V1rb2_mef	0.999646	0.000350313	3.33073e-06
V1rb10_mef	0.999493	0.000502631	4.62619e-06
V1rb1_mef	0.999523	0.000472449	4.3703e-06
V1ra9_mef	0.997752	0.00222842	1.94155e-05
V1ra6_mef	0.990047	0.00986148	9.16508e-05
V1ra5_mef	0.999777	0.000220529	2.21121e-06
V1ra4$V1ra3_mef	0.999731	0.000266744	2.61265e-06
V1ra2_mef	0.99971	0.000286889	2.78651e-06
V1ra1_mef	0.999798	0.000200278	2.03386e-06
Uty_mef	0.72303	0.272375	0.00459587
Uts2r_mef	0.97109	0.0286119	0.000298606
Uts2_mef	0.995678	0.00428442	3.7863e-05
Usp9y_mef	0.991114	0.00880467	8.11011e-05
Usp53_mef	0.368714	0.615722	0.0155643
Usp50_mef	0.998131	0.00185251	1.61421e-05
Usp43_mef	0.990116	0.00979349	9.09676e-05
Usp29_mef	0.993467	0.00647477	5.84045e-05
Usp25_mef	0.0839831	0.875282	0.0407349
Usp20_mef	0.69193	0.30277	0.00529982
Usp13_mef	0.784137	0.212544	0.00331881
Ushbp1_mef	0.979302	0.0204929	0.000204954
Ush2a_mef	0.979673	0.0201257	0.000200851
Ush1c_mef	0.97824	0.0215437	0.000216763
Uqcrq_mef	0.913612	0.0853189	0.001069
Upp2_mef	0.998006	0.00197682	1.7221e-05
Upk3b_mef	0.987421	0.0124604	0.000118203
Upk3a_mef	0.909019	0.0898438	0.00113758
Upk1b_mef	0.845952	0.151883	0.00216584
Upk1a_mef	0.76043	0.235772	0.0037979
Upb1_mef	0.970484	0.0292105	0.000305719
Uox_mef	0.950647	0.0488006	0.000552024
Uncx4.1_mef	0.998474	0.00151269	1.32109e-05
Unc5d_mef	0.998991	0.00100032	8.8384e-06
Unc5cl_mef	0.992688	0.00724638	6.58309e-05
Unc5c_mef	0.0645516	0.889537	0.0459114
Unc45b_mef	0.999177	0.000815748	7.27476e-06
Unc13d_mef	0.936455	0.0628033	0.000742169
Unc13c_mef	0.985565	0.014298	0.000137459
Unc13a_mef	0.96975	0.0299359	0.000314374
Umodl1_mef	0.997786	0.00219443	1.91182e-05
Umod_mef	0.999747	0.000250407	2.47119e-06
Ulk2_mef	0.00769041	0.883497	0.108813
Ugt3a2_mef	0.991135	0.00878427	8.0899e-05
Ugt2b5_mef	0.999644	0.000352638	3.35061e-06
Ugt2b38_mef	0.998546	0.00144159	1.26009e-05
Ugt2b37_mef	0.999637	0.000359566	3.40981e-06
Ugt2b36_mef	0.998373	0.00161249	1.4069e-05
Ugt2b35_mef	0.999463	0.00053163	4.87183e-06
Ugt2b34_mef	0.997982	0.00200031	1.74252e-05
Ugt2b1_mef	0.999342	0.000652553	5.89478e-06
Ugt2a3_mef	0.999702	0.000295158	2.85772e-06
Ugt2a1_mef	0.999262	0.000731051	6.55843e-06
Ugcgl2_mef	0.0199495	0.905232	0.0748184
Ucp3_mef	0.543663	0.447112	0.0092257
Ucp1_mef	0.991428	0.00849377	7.80266e-05
Ucn3_mef	0.996852	0.00312116	2.73164e-05
Ucn_mef	0.92459	0.0745011	0.000908897
Uchl4$Uchl3_mef	0.999748	0.000249281	2.46142e-06
Ubxd3_mef	0.96988	0.029807	0.000312833
Ubqlnl_mef	0.964915	0.0347129	0.000372325
Ubqln3_mef	0.999621	0.000375588	3.54658e-06
Ubl4b_mef	0.992619	0.00731448	6.64909e-05
Ube2u_mef	0.997816	0.00216507	1.88616e-05
Ube2m_mef	0.216025	0.759715	0.0242599
Ube2l6_mef	0.994933	0.00502258	4.46913e-05
Ubd_mef	0.998598	0.00138953	1.21549e-05
Ubash3a_mef	0.965519	0.0341161	0.000364997
Tyrp1_mef	0.998583	0.0014052	1.2289e-05
Tyrobp_mef	0.906713	0.0921148	0.00117235
Tyr_mef	0.998588	0.00139943	1.22397e-05
Tyms_mef	0.997064	0.00291078	2.54388e-05
Tyki_mef	0.989523	0.0103802	9.6883e-05
Txnl6_mef	0.867589	0.130616	0.00179557
Txndc8_mef	0.939209	0.0600865	0.000704445
Txndc3_mef	0.998785	0.0012043	1.05729e-05
Txndc2_mef	0.889413	0.109146	0.00144032
Txlnb_mef	0.934572	0.0646596	0.000768165
Txk_mef	0.997911	0.00207087	1.80397e-05
Tusc5_mef	0.985892	0.0139737	0.000134033
Tulp2_mef	0.99879	0.0011994	1.05311e-05
Tulp1_mef	0.918543	0.0804609	0.000996419
Tubd1_mef	0.364862	0.619403	0.0157349
Tubb4_mef	0.740466	0.255317	0.00421735
Tubb1_mef	0.964632	0.0349918	0.000375758
Tuba8_mef	0.680346	0.314082	0.00557173
Tub_mef	0.991574	0.00834916	7.66013e-05
Ttyh1$Taf1_mef	0.991051	0.00886713	8.17204e-05
Ttn_mef	0.995102	0.00485482	4.31307e-05
Ttll9_mef	0.880927	0.117497	0.00157623
Ttll3_mef	0.968136	0.0315301	0.000333532
Ttll13_mef	0.996805	0.00316759	2.7732e-05
Ttll11_mef	0.219939	0.756095	0.0239655
Ttll10_mef	0.989225	0.0106751	9.98729e-05
Ttl_mef	0.452667	0.535111	0.0122223
Ttc9b_mef	0.900685	0.0980508	0.00126431
Ttc9_mef	0.00052172	0.711479	0.288
Ttc7_mef	0.701236	0.293679	0.00508523
Ttc29_mef	0.999631	0.000365469	3.46022e-06
Ttc25_mef	0.998334	0.00165156	1.44056e-05
Ttc23_mef	0.123294	0.842976	0.0337301
Ttc22_mef	0.957374	0.0421598	0.000465762
Ttc21a_mef	0.942942	0.0564043	0.000653943
Ttc17_mef	0.0562867	0.894958	0.0487558
Ttc16_mef	0.991595	0.00832829	7.63958e-05
Tsx_mef	0.994201	0.00574739	5.14912e-05
Tssk6_mef	0.948811	0.050613	0.000576021
Tssk5_mef	0.575853	0.415862	0.00828444
Tssk4_mef	0.995571	0.00439061	3.88391e-05
Tssk3_mef	0.991375	0.00854621	7.85442e-05
Tssk2_mef	0.993845	0.00610055	5.48368e-05
Tssk1_mef	0.911841	0.0870637	0.00109533
Tspyl5_mef	0.97266	0.02706	0.000280293
Tspyl3_mef	0.726014	0.269456	0.00453027
Tspan8_mef	0.988819	0.0110773	0.000103968
Tspan33_mef	0.961077	0.0385034	0.000419432
Tspan11_mef	0.636684	0.35667	0.00664617
Tspan10_mef	0.958375	0.0411723	0.000453166
Tspan1_mef	0.91737	0.0816162	0.00101358
Tsnaxip1_mef	0.980575	0.0192337	0.000190935
Tsku_mef	0.359248	0.624766	0.0159868
Tshz3_mef	0.11804	0.847462	0.0344976
Tshz2_mef	0.937333	0.0619367	0.000730094
Tshr_mef	0.997924	0.00205811	1.79285e-05
Tshb_mef	0.98933	0.010571	9.88165e-05
Tsga13_mef	0.998328	0.00165714	1.44537e-05
Tsga10_mef	0.66451	0.329538	0.00595223
Tsc22d3_mef	0.00513035	0.867693	0.127176
Trpv6_mef	0.89826	0.100438	0.00130173
Trpv4_mef	0.658906	0.335004	0.00608934
Trpv2_mef	0.0612963	0.891731	0.0469727
Trpv1_mef	0.999301	0.000693226	6.23863e-06
Trpm8_mef	0.999694	0.000303146	2.92643e-06
Trpm6_mef	0.889517	0.109045	0.00143868
Trpm5_mef	0.985423	0.0144379	0.00013894
Trpm3_mef	0.998839	0.001151	1.01189e-05
Trpm2_mef	0.618482	0.3744	0.00711834
Trpm1_mef	0.988735	0.0111601	0.000104815
Trpd52l3_mef	0.789587	0.207201	0.00321156
Trpc6_mef	0.999541	0.000454573	4.2186e-06
Trpc5_mef	0.998961	0.00102994	9.08983e-06
Trpc4_mef	0.932763	0.066444	0.000793321
Trpc3_mef	0.953256	0.0462253	0.000518257
Trpc1_mef	0.0279551	0.906723	0.0653217
Trpa1_mef	0.963583	0.0360285	0.000388565
Trp73_mef	0.948983	0.0504432	0.000573763
Trp63_mef	0.994667	0.00528626	4.71544e-05
Trmt12_mef	0.994991	0.00496448	4.41502e-05
Trim9_mef	0.987515	0.0123682	0.000117248
Trim75_mef	0.999181	0.000812232	7.24502e-06
Trim7_mef	0.957822	0.0417177	0.000460116
Trim69_mef	0.995696	0.00426614	3.76953e-05
Trim68_mef	0.258948	0.719751	0.0213012
Trim66_mef	0.987867	0.012019	0.000113636
Trim65_mef	0.921872	0.0771801	0.00094803
Trim63_mef	0.998909	0.00108179	9.53025e-06
Trim62_mef	0.920692	0.0783424	0.000965115
Trim60$Trim60_mef	0.879491	0.118909	0.0015995
Trim60_mef	0.85163	0.146303	0.00206697
Trim47_mef	0.00153516	0.79918	0.199285
Trim46_mef	0.181743	0.791144	0.0271134
Trim42_mef	0.998218	0.00176708	1.54027e-05
Trim40_mef	0.900812	0.0979254	0.00126235
Trim31_mef	0.998166	0.00181788	1.58422e-05
Trim30$AI451617_mef	0.990084	0.00982504	9.12845e-05
Trim29_mef	0.835493	0.162156	0.00235109
Trim16_mef	0.00746776	0.882474	0.110058
Trim14_mef	0.999051	0.000940933	8.33481e-06
Trim10_mef	0.981956	0.0178684	0.000175901
Trib2_mef	0.0610595	0.891888	0.0470528
Trib1_mef	0.298728	0.682292	0.0189805
Trhr2_mef	0.878733	0.119655	0.00161183
Trhr_mef	0.999179	0.000813736	7.25776e-06
Trhde_mef	0.999804	0.000194317	1.98145e-06
Trex2_mef	0.723389	0.272023	0.00458795
Treml4_mef	0.999503	0.000492358	4.53912e-06
Treml2$LOC100047904_mef	0.995124	0.00483291	4.29272e-05
Treml1_mef	0.588379	0.403688	0.00793267
Trem3_mef	0.968449	0.0312216	0.00032981
Trem1_mef	0.972831	0.0268903	0.000278302
Treh_mef	0.998261	0.00172409	1.50313e-05
Trat1_mef	0.998267	0.00171842	1.49823e-05
Traf6_mef	0.708874	0.286214	0.00491165
Traf5_mef	0.575128	0.416567	0.00830504
Traf3ip3_mef	0.987607	0.0122771	0.000116304
Traf1_mef	0.982651	0.0171805	0.000168395
Tpte_mef	0.732077	0.263525	0.00439804
Tpsg1_mef	0.938798	0.0604917	0.000710047
Tpsb2_mef	0.982299	0.0175285	0.000172186
Tpsab1_mef	0.979818	0.0199829	0.000199259
Tppp_mef	0.99969	0.000307253	2.96172e-06
Tpo_mef	0.940023	0.0592834	0.000693369
Tph1_mef	0.996339	0.0036294	3.18908e-05
Tpcn2_mef	0.560984	0.430304	0.00871238
Tpbpb_mef	0.998594	0.00139354	1.21892e-05
Tpbpa_mef	0.999349	0.000645638	5.8363e-06
Tpbg_mef	0.00130723	0.787654	0.211039
Tox3_mef	0.998375	0.00161124	1.40583e-05
Tox2_mef	0.962836	0.0367666	0.000397728
Tor3a$LOC100047963_mef	0.58584	0.406156	0.00800334
Tnxb_mef	0.984357	0.0154924	0.000150173
Tns4_mef	0.966287	0.033357	0.000355712
Tnrc4_mef	0.549724	0.441232	0.00904422
Tnp1_mef	0.998689	0.00129922	1.13826e-05
Tnnt3_mef	0.996265	0.00370217	3.255e-05
Tnnt2_mef	0.841314	0.156438	0.00224748
Tnni3k_mef	0.947559	0.0518489	0.000592491
Tnni3_mef	0.98446	0.0153911	0.000149089
Tnni2_mef	0.988938	0.0109588	0.00010276
Tnni1_mef	0.577711	0.414057	0.00823178
Tnnc2_mef	0.991069	0.00884959	8.15464e-05
Tnnc1_mef	0.365154	0.619124	0.0157219
Tnn_mef	0.0372694	0.904674	0.0580569
Tnmd_mef	0.00525685	0.868747	0.125996
Tnk1_mef	0.972949	0.0267745	0.000276945
Tnfsf8_mef	0.962688	0.0369121	0.00039954
Tnfsf4_mef	0.959832	0.0397329	0.000434916
Tnfsf14_mef	0.991606	0.00831737	7.62882e-05
Tnfsf13b_mef	0.996626	0.00334465	2.93213e-05
Tnfsf11_mef	0.170223	0.80157	0.0282067
Tnfsf10_mef	0.99108	0.00883878	8.14392e-05
Tnfrsf9_mef	0.955123	0.0443831	0.000494345
Tnfrsf8_mef	0.965157	0.0344734	0.000369381
Tnfrsf25_mef	0.968936	0.0307398	0.000324012
Tnfrsf19_mef	0.967513	0.032146	0.000340984
Tnfrsf18_mef	0.96268	0.0369205	0.000399643
Tnfrsf17_mef	0.989887	0.0100195	9.32412e-05
Tnfrsf14_mef	0.938418	0.0608669	0.000715242
Tnfrsf13c_mef	0.969598	0.0300856	0.000316165
Tnfrsf13b_mef	0.997505	0.00247366	2.15683e-05
Tnfrsf11b_mef	0.00316004	0.84401	0.15283
Tnfrsf11a_mef	0.894903	0.103743	0.00135394
Tnfrsf10b_mef	0.737151	0.25856	0.00428843
Tnfaip8l2_mef	0.926305	0.0728104	0.000884379
Tnfaip3_mef	0.166198	0.805194	0.0286083
Tnf_mef	0.717559	0.277724	0.00471699
Tmub1_mef	0.398991	0.586728	0.0142806
Tmtc2_mef	0.801187	0.195826	0.0029869
Tmtc1_mef	0.99077	0.00914565	8.44884e-05
Tmprss4_mef	0.836758	0.160913	0.00232847
Tmprss3_mef	0.937412	0.0618586	0.000729007
Tmprss2_mef	0.986486	0.0133858	0.000127853
Tmprss13_mef	0.991603	0.00832036	7.63176e-05
Tmprss11f_mef	0.999571	0.000425177	3.96886e-06
Tmprss11e_mef	0.999621	0.000375935	3.54954e-06
Tmprss11d_mef	0.999626	0.000370696	3.50484e-06
Tmprss11a_mef	0.999642	0.000354227	3.36419e-06
Tmod4_mef	0.99588	0.00408413	3.60279e-05
Tmod2$LOC100048637_mef	0.997697	0.0022833	1.98961e-05
Tmigd1_mef	0.999238	0.000755532	6.76544e-06
Tmie_mef	0.973336	0.0263914	0.000272461
Tmhs_mef	0.995361	0.00459843	4.07554e-05
Tmem91_mef	0.977472	0.0223024	0.000225349
Tmem90a_mef	0.889917	0.108651	0.00143235
Tmem86b_mef	0.9963	0.0036679	3.22394e-05
Tmem82_mef	0.967027	0.0326264	0.000346813
Tmem80_mef	0.261064	0.717767	0.0211688
Tmem74_mef	0.966938	0.0327146	0.000347886
Tmem71_mef	0.99804	0.0019427	1.69246e-05
Tmem67_mef	0.983312	0.0165266	0.000161301
Tmem63c_mef	0.988918	0.0109786	0.000102962
Tmem62_mef	0.0514642	0.897858	0.0506773
Tmem59_mef	0.999465	0.000530077	4.85868e-06
Tmem56_mef	0.999101	0.000891248	7.91387e-06
Tmem54_mef	0.990033	0.00987557	9.17924e-05
